customer_id,First_Name,Last_Name,gender,DOB,AGE,past_3_years_bike_related_purchases,job_industry_category,wealth_segment,deceased_indicator,tenure,Owns_Car,Address,Postcode,State,Country,property_valuation,Calculated_Age,Mass_Affluent,Age_Group,Customer_Value,Is_Mass_Affluent_Custom,Cluster
2371,Rory,Lokier,Female,1966-11-18,56,22,Manufacturing,High Net Worth,N,8,1,03 Clarendon Way,2099,New South Wales,Australia,10,59,True,46-60,104400,True,3
2372,Jim,Shoppee,Male,1977-09-10,45,14,Health,Affluent Customer,N,10,0,0 Gateway Road,3149,Victoria,Australia,12,48,True,30-45,122800,True,1
2373,Cordy,Readshall,Female,1982-05-22,40,51,Manufacturing,High Net Worth,N,16,1,631 Fuller Parkway,3023,Victoria,Australia,7,43,True,30-45,80200,True,3
2374,Dolf,Baudichon,Male,1993-06-15,29,6,Financial Services,Mass Customer,N,9,0,43898 Prentice Court,3025,Victoria,Australia,9,32,False,<30,91200,False,1
2375,Alika,Milbourne,Female,1987-03-17,35,21,Retail,Affluent Customer,N,8,0,2 Melody Alley,3172,Victoria,Australia,8,38,True,30-45,84200,True,1
2376,Eada,Narbett,Female,1958-10-23,64,84,Not Specified,High Net Worth,N,12,1,01 Dunning Drive,2064,New South Wales,Australia,9,67,True,60+,106800,True,0
2377,Kristien,Dunne,Female,1998-10-02,24,29,IT,High Net Worth,N,2,0,86686 Novick Center,3147,Victoria,Australia,11,27,True,<30,115800,False,2
2378,Aggi,Farncombe,Female,1994-04-25,28,41,Manufacturing,Affluent Customer,N,1,0,51 Leroy Place,2065,New South Wales,Australia,10,31,True,<30,108200,False,3
2379,Trixie,Piscopiello,Female,1981-05-05,41,85,Health,Affluent Customer,N,15,1,5390 Park Meadow Park,2222,New South Wales,Australia,10,44,True,30-45,117000,True,1
2380,Merissa,Milella,Female,1956-04-09,66,44,Retail,Mass Customer,N,15,1,4 Judy Park,2016,New South Wales,Australia,10,69,False,60+,108800,False,1
2381,Dulsea,Pladen,Female,1973-02-12,49,91,Argiculture,Affluent Customer,N,5,1,9 American Ash Plaza,2015,New South Wales,Australia,9,52,True,46-60,108200,True,1
2382,Turner,Huggens,Male,1971-07-05,51,79,Retail,Mass Customer,N,4,1,3 Riverside Drive,4034,Queensland,Australia,8,54,False,46-60,95800,True,1
2383,Zaria,Eberz,Female,1978-09-15,44,34,Financial Services,Mass Customer,N,15,0,25925 Service Crossing,2147,New South Wales,Australia,9,47,False,30-45,96800,True,1
2384,Garey,Letrange,Male,1961-07-16,61,96,Health,High Net Worth,N,6,1,080 Pond Alley,2065,New South Wales,Australia,9,64,True,60+,109200,True,1
2385,Gaultiero,Lissenden,Male,1958-12-17,64,70,Health,Mass Customer,N,8,0,1816 Monument Park,3074,Victoria,Australia,7,67,False,60+,84000,True,1
2386,Adrianne,Lowerson,Female,1997-07-06,25,93,Financial Services,Mass Customer,N,2,0,1 Nova Avenue,2200,New South Wales,Australia,9,28,False,<30,108600,False,1
2387,Roy,Jone,Male,1977-08-30,45,33,Not Specified,High Net Worth,N,9,1,98 Mesta Street,2038,New South Wales,Australia,11,48,True,30-45,116600,True,0
2388,Quincy,Weben,Male,1997-05-28,25,84,Financial Services,Mass Customer,N,1,0,7256 Forster Crossing,2533,New South Wales,Australia,8,28,False,<30,96800,False,1
2389,Sibyl,Gudge,Male,1973-12-28,49,18,Retail,High Net Worth,N,7,0,249 Burning Wood Point,2758,New South Wales,Australia,8,52,True,46-60,83600,True,1
2390,Tonya,Nealand,Female,1964-05-06,58,48,Property,Mass Customer,N,12,0,12651 Lake View Point,4209,Queensland,Australia,7,61,False,46-60,79600,True,1
2391,Corny,Millott,Female,1961-04-22,61,72,Health,Mass Customer,N,14,0,9501 Melby Avenue,4178,Queensland,Australia,7,64,False,60+,84400,True,1
2392,Isadora,Gronaller,Female,2001-01-11,21,48,Manufacturing,Affluent Customer,N,2,0,69810 Westridge Avenue,2573,New South Wales,Australia,6,24,True,<30,69600,False,3
2393,Dorian,Colledge,Female,1981-06-21,41,68,Health,High Net Worth,N,11,1,422 Crownhardt Court,4179,Queensland,Australia,7,44,True,30-45,83600,True,1
2394,Ferne,Reese,Female,1995-11-12,27,31,Not Specified,Mass Customer,N,7,1,4 Londonderry Junction,4159,Queensland,Australia,7,30,False,<30,76200,False,0
2395,Ashlin,Kesby,Male,1966-02-26,56,23,Not Specified,High Net Worth,N,16,0,7346 Luster Circle,4131,Queensland,Australia,5,59,True,46-60,54600,True,0
2396,Elmira,Wildblood,Female,1973-08-02,49,40,Retail,Affluent Customer,N,7,1,43 Commercial Road,4128,Queensland,Australia,7,52,True,46-60,78000,True,1
2397,Cassius,Birchenough,Male,1985-06-10,37,33,Retail,Affluent Customer,N,4,1,44083 Village Court,2142,New South Wales,Australia,7,40,True,30-45,76600,True,1
2398,Mirelle,Unknown,Female,2000-10-11,22,6,Financial Services,High Net Worth,N,1,1,57 Tennessee Alley,4034,Queensland,Australia,5,25,True,<30,51200,False,1
2399,Devonne,McPolin,Female,1980-06-11,42,20,Manufacturing,High Net Worth,N,14,1,57 Debra Terrace,2259,New South Wales,Australia,6,45,True,30-45,64000,True,3
2400,Lindsay,Stollsteiner,Male,1978-02-28,44,73,Property,Mass Customer,N,22,1,846 Carberry Street,4218,Queensland,Australia,11,47,False,30-45,124600,True,1
2401,Drake,Riguard,Male,1977-07-31,45,7,Not Specified,Mass Customer,N,15,1,4 Center Park,3807,Victoria,Australia,6,48,False,30-45,61400,False,0
2402,Merrielle,Strafen,Female,1957-06-07,65,99,Financial Services,Mass Customer,N,8,1,1 Coolidge Plaza,2150,New South Wales,Australia,7,68,False,60+,89800,True,1
2403,Karalee,Tremlett,Female,1977-10-25,45,41,Financial Services,Affluent Customer,N,12,0,544 Northland Place,2190,New South Wales,Australia,10,48,True,30-45,108200,True,1
2404,Conney,Grouse,Male,1960-03-14,62,13,Retail,Mass Customer,N,6,0,91 Norway Maple Hill,2065,New South Wales,Australia,11,65,False,60+,112600,True,1
2405,Quintana,Merricks,Female,1957-07-28,65,16,Not Specified,Mass Customer,N,18,0,5 Myrtle Trail,2285,New South Wales,Australia,5,68,False,60+,53200,True,0
2406,Randal,Messager,Male,1973-06-11,49,34,Not Specified,Affluent Customer,N,9,1,645 Thackeray Street,4879,Queensland,Australia,6,52,True,46-60,66800,True,0
2407,Merrily,Unknown,Female,1959-03-30,63,24,Financial Services,High Net Worth,N,6,1,1439 Utah Court,2176,New South Wales,Australia,9,66,True,60+,94800,True,1
2408,Celestia,Unknown,Female,1955-10-10,67,38,Health,Mass Customer,N,16,0,9 Hollow Ridge Circle,2500,New South Wales,Australia,8,70,False,60+,87600,False,1
2409,Carolan,Ortler,Female,1989-07-13,33,23,Health,Mass Customer,N,12,0,4177 Bluejay Street,2560,New South Wales,Australia,8,36,False,30-45,84600,True,1
2410,Eugenia,Verey,Female,1974-08-24,48,75,Manufacturing,Mass Customer,N,21,1,75351 Ridgeview Lane,3181,Victoria,Australia,11,51,False,46-60,125000,True,3
2411,Casey,McDade,Male,1964-05-27,58,0,Financial Services,High Net Worth,N,13,0,4006 Algoma Crossing,2041,New South Wales,Australia,12,61,True,46-60,120000,True,1
2412,Tiffi,Havercroft,Female,1981-05-26,41,77,Manufacturing,Affluent Customer,N,8,0,881 Debs Center,4051,Queensland,Australia,8,44,True,30-45,95400,True,3
2413,Abbey,Murrow,Male,1943-08-11,79,27,Manufacturing,High Net Worth,N,17,1,423 Debra Terrace,3082,Victoria,Australia,8,82,True,60+,85400,False,3
2415,Tanner,Harp,Male,1978-11-05,44,56,Manufacturing,Mass Customer,N,3,0,6142 Grayhawk Lane,2298,New South Wales,Australia,8,47,False,30-45,91200,True,3
2416,Eberhard,Shalcras,Male,1959-12-29,63,19,Health,Affluent Customer,N,16,0,5 Steensland Hill,2768,New South Wales,Australia,10,66,True,60+,103800,True,1
2417,Cacilia,Swetland,Female,1974-06-24,48,27,Not Specified,Affluent Customer,N,22,0,37983 Logan Street,2154,New South Wales,Australia,11,51,True,46-60,115400,True,0
2418,Elspeth,Brazil,Female,1970-04-05,52,82,Property,Mass Customer,N,13,1,31168 Messerschmidt Street,3024,Victoria,Australia,5,55,False,46-60,66400,True,1
2419,Aron,Karlsen,Male,1978-07-04,44,96,Property,High Net Worth,N,9,0,240 Lake View Road,4118,Queensland,Australia,5,47,True,30-45,69200,True,1
2420,Celie,Guyers,Female,1976-08-26,46,10,Financial Services,High Net Worth,N,16,0,290 Jay Drive,4210,Queensland,Australia,3,49,True,46-60,32000,True,1
2421,Marilee,Garbott,Female,1954-08-16,68,54,Health,Affluent Customer,N,13,1,1369 Morrow Plaza,3046,Victoria,Australia,8,71,True,60+,90800,False,1
2422,Crysta,Woliter,Female,1978-11-30,44,96,Entertainment,High Net Worth,N,13,0,61976 Emmet Junction,2178,New South Wales,Australia,10,47,True,30-45,119200,True,1
2423,Lenci,Symcox,Male,1981-02-20,41,49,IT,Mass Customer,N,20,1,7585 Rutledge Trail,3161,Victoria,Australia,9,44,False,30-45,99800,True,2
2424,Loren,Batkin,Male,1982-01-06,40,17,Not Specified,Affluent Customer,N,15,1,9 Northwestern Pass,4879,Queensland,Australia,6,43,True,30-45,63400,True,0
2425,Barn,Sainsberry,Male,1976-03-19,46,32,Not Specified,Mass Customer,N,11,1,16 Dwight Court,2154,New South Wales,Australia,10,49,False,46-60,106400,True,0
2427,Myrta,Whibley,Female,1998-10-15,24,20,Not Specified,High Net Worth,N,2,1,96 Hintze Point,2147,New South Wales,Australia,8,27,True,<30,84000,False,0
2428,Pauly,Keightley,Male,1968-07-26,54,74,Not Specified,Mass Customer,N,9,1,34222 Vera Circle,3240,Victoria,Australia,7,57,False,46-60,84800,True,0
2429,Emeline,Baldi,Female,1980-11-11,42,54,Manufacturing,Mass Customer,N,3,1,338 Little Fleur Avenue,2170,New South Wales,Australia,9,45,False,30-45,100800,True,3
2430,Humbert,Dikles,Male,1968-09-06,54,38,Not Specified,Mass Customer,N,5,0,57769 Gulseth Lane,2040,New South Wales,Australia,10,57,False,46-60,107600,True,0
2431,Alvy,Tyndall,Male,1999-12-24,23,15,Financial Services,Mass Customer,N,2,1,309 Shopko Center,4211,Queensland,Australia,10,26,False,<30,103000,False,1
2432,Ebba,Melhuish,Female,1981-02-21,41,67,Manufacturing,Affluent Customer,N,5,1,37 Roth Place,2144,New South Wales,Australia,10,44,True,30-45,113400,True,3
2433,Burty,Strutz,Male,1976-07-19,46,38,Not Specified,High Net Worth,N,8,1,618 Kropf Drive,2261,New South Wales,Australia,9,49,True,46-60,97600,True,0
2434,Lenci,Soars,Male,1956-11-17,66,40,Not Specified,Affluent Customer,N,18,0,1966 Glendale Avenue,4207,Queensland,Australia,4,69,True,60+,48000,False,0
2435,Orly,Ceney,Female,1961-08-12,61,69,Manufacturing,Mass Customer,N,14,0,401 Pond Circle,4019,Queensland,Australia,7,64,False,60+,83800,True,3
2436,Jaymie,Wellesley,Male,1986-03-21,36,37,IT,Mass Customer,N,4,0,582 Kropf Avenue,2032,New South Wales,Australia,11,39,False,30-45,117400,True,2
2437,Simonette,Cressingham,Female,1977-05-01,45,90,Financial Services,Mass Customer,N,18,1,2 Columbus Park,3075,Victoria,Australia,7,48,False,30-45,88000,True,1
2438,Lorianne,Ethersey,Female,1983-01-29,39,76,Manufacturing,Mass Customer,N,4,1,99739 Coolidge Crossing,2760,New South Wales,Australia,7,42,False,30-45,85200,True,3
2439,Shelly,Yakebovitch,Female,1967-10-02,55,44,Manufacturing,Affluent Customer,N,15,0,75 Westerfield Park,4570,Queensland,Australia,1,58,True,46-60,18800,True,3
2440,Lethia,Juanes,Female,1959-09-21,63,17,Manufacturing,Affluent Customer,N,8,0,62842 Pearson Point,2508,New South Wales,Australia,9,66,True,60+,93400,True,3
2441,Loutitia,Pinkie,Female,1959-03-29,63,52,Property,High Net Worth,N,5,1,78426 Fulton Plaza,4223,Queensland,Australia,9,66,True,60+,100400,True,1
2442,Odie,Enrrico,Male,1957-10-13,65,8,Health,Affluent Customer,N,17,1,336 Service Pass,2073,New South Wales,Australia,11,68,True,60+,111600,True,1
2443,Towny,Python,Male,1990-02-13,32,30,Property,High Net Worth,N,20,0,4 Northridge Center,2076,New South Wales,Australia,11,35,True,30-45,116000,True,1
2444,Emmet,Cristoforo,Male,1977-05-13,45,22,Manufacturing,High Net Worth,N,11,0,8 Superior Court,3174,Victoria,Australia,5,48,True,30-45,54400,True,3
2445,Johnnie,Prujean,Male,1976-03-11,46,46,Retail,Affluent Customer,N,18,0,8147 Dapin Hill,2280,New South Wales,Australia,8,49,True,46-60,89200,True,1
2446,Lovell,Kiss,Male,1956-09-07,66,33,Retail,Affluent Customer,N,17,0,047 Kedzie Park,2206,New South Wales,Australia,11,69,True,60+,116600,False,1
2447,Richard,Poor,Male,1997-01-06,25,55,Not Specified,Affluent Customer,N,2,1,9346 Sunfield Plaza,2671,New South Wales,Australia,1,28,True,<30,21000,False,0
2448,Lorri,Iston,Female,1992-12-18,30,5,Property,High Net Worth,N,10,0,11 Dunning Pass,2219,New South Wales,Australia,10,33,True,30-45,101000,True,1
2449,Oates,Broadberrie,Male,1982-06-01,40,54,Not Specified,Affluent Customer,N,8,0,67 Crowley Drive,3216,Victoria,Australia,4,43,True,30-45,50800,True,0
2450,Jayson,Breheny,Male,1974-06-21,48,64,Retail,Affluent Customer,N,7,1,76 Schiller Pass,4455,Queensland,Australia,3,51,True,46-60,42800,True,1
2451,Upton,Orford,Male,1973-03-09,49,33,Argiculture,Affluent Customer,N,18,1,71761 Almo Street,4178,Queensland,Australia,7,52,True,46-60,76600,True,1
2452,Sophronia,Yerrill,Female,1975-07-24,47,93,Manufacturing,Mass Customer,N,17,1,4898 Buell Terrace,3043,Victoria,Australia,7,50,False,46-60,88600,True,3
2453,Ruthe,Campe,Female,1992-08-05,30,22,Telecommunications,High Net Worth,N,9,0,6 Morningstar Way,2165,New South Wales,Australia,7,33,True,30-45,74400,True,1
2454,Gene,Brome,Female,1960-02-13,62,81,Property,Mass Customer,N,12,1,15 Shelley Hill,2164,New South Wales,Australia,8,65,False,60+,96200,True,1
2455,Kathe,Heatlie,Female,1977-10-09,45,64,Manufacturing,Mass Customer,N,21,0,1556 Sheridan Hill,4165,Queensland,Australia,5,48,False,30-45,62800,True,3
2456,Reidar,Pullin,Male,1991-05-29,31,9,Not Specified,Mass Customer,N,10,0,6568 Northridge Pass,3029,Victoria,Australia,6,34,False,30-45,61800,False,0
2457,Benito,Vearnals,Male,1975-04-12,47,70,IT,High Net Worth,N,15,1,4694 Carioca Court,4060,Queensland,Australia,10,50,True,46-60,114000,True,2
2458,Leilah,Liddel,Female,1964-04-20,58,73,Manufacturing,High Net Worth,N,5,1,6 Ryan Drive,2165,New South Wales,Australia,10,61,True,46-60,114600,True,3
2459,Jeanna,Naulls,Female,1986-01-10,36,67,Manufacturing,High Net Worth,N,18,0,975 Annamark Hill,4034,Queensland,Australia,6,39,True,30-45,73400,True,3
2460,Mick,Boutellier,Male,1976-05-17,46,88,Manufacturing,High Net Worth,N,12,1,40 Ilene Drive,3690,Victoria,Australia,1,49,True,46-60,27600,True,3
2461,Tully,Unknown,Male,1976-06-12,46,89,Not Specified,Affluent Customer,N,17,0,60 Sycamore Lane,2148,New South Wales,Australia,9,49,True,46-60,107800,True,0
2462,Fletcher,Hutchens,Male,1980-07-05,42,17,Entertainment,Affluent Customer,N,21,0,8439 Katie Crossing,3028,Victoria,Australia,8,45,True,30-45,83400,True,1
2463,Krystle,Jovicevic,Female,1978-01-30,44,54,Health,Mass Customer,N,12,0,22 Hayes Center,3156,Victoria,Australia,10,47,False,30-45,110800,True,1
2464,Cleve,Jindrak,Male,1983-04-06,39,78,Retail,Mass Customer,N,6,0,3126 Butterfield Pass,2573,New South Wales,Australia,8,42,False,30-45,95600,True,1
2465,Paloma,Nilles,Female,1984-06-12,38,31,Not Specified,Mass Customer,N,2,1,0 Moulton Plaza,2761,New South Wales,Australia,8,41,False,30-45,86200,True,0
2466,Araldo,Klamp,Male,1980-10-04,42,62,Entertainment,High Net Worth,N,16,0,188 Carberry Point,4650,Queensland,Australia,1,45,True,30-45,22400,True,1
2467,Ynez,Fawloe,Female,1975-07-15,47,71,Manufacturing,Affluent Customer,N,4,1,083 Farragut Avenue,2540,New South Wales,Australia,7,50,True,46-60,84200,True,3
2468,Parker,Barenskie,Male,1995-12-12,27,51,Retail,High Net Worth,N,1,0,62052 Loomis Avenue,4014,Queensland,Australia,8,30,True,<30,90200,False,1
2470,Roy,Dunaway,Male,1957-07-04,65,70,Argiculture,Mass Customer,N,13,0,6247 Crest Line Terrace,2250,New South Wales,Australia,8,68,False,60+,94000,True,1
2471,Noland,Bresland,Male,1978-12-20,44,55,Manufacturing,Mass Customer,N,8,1,77 Armistice Alley,2208,New South Wales,Australia,10,47,False,30-45,111000,True,3
2472,Mathias,Element,Male,1989-06-02,33,99,Health,High Net Worth,N,16,1,572 Meadow Ridge Drive,3160,Victoria,Australia,7,36,True,30-45,89800,True,1
2473,Davon,Unknown,Male,1970-05-10,52,50,Entertainment,Mass Customer,N,13,1,7 Mcguire Terrace,3754,Victoria,Australia,6,55,False,46-60,70000,True,1
2474,Chrysa,Burrett,Female,1980-06-08,42,59,Argiculture,High Net Worth,N,6,1,70 Erie Street,4814,Queensland,Australia,2,45,True,30-45,31800,True,1
2475,Cammi,Ambrogioni,Female,1977-05-02,45,68,Not Specified,Mass Customer,N,20,0,3 Talisman Place,4017,Queensland,Australia,5,48,False,30-45,63600,True,0
2476,Hal,Braddon,Male,1956-09-25,66,13,Property,High Net Worth,N,17,0,567 Scott Park,4118,Queensland,Australia,5,69,True,60+,52600,False,1
2477,Barney,Tilling,Male,1977-03-23,45,25,Manufacturing,Affluent Customer,N,10,1,9248 Sugar Terrace,2530,New South Wales,Australia,9,48,True,30-45,95000,True,3
2478,Andreas,Lamke,Male,1966-07-07,56,85,Financial Services,Affluent Customer,N,10,1,13 Tennyson Point,4370,Queensland,Australia,6,59,True,46-60,77000,True,1
2479,Helge,Voller,Female,1996-11-06,26,81,Retail,Mass Customer,N,5,0,88540 Scoville Plaza,3195,Victoria,Australia,9,29,False,<30,106200,False,1
2480,Adey,Shevlin,Female,1971-12-26,51,3,Manufacturing,High Net Worth,N,16,1,22779 Graedel Road,4655,Queensland,Australia,2,54,True,46-60,20600,False,3
2481,Amber,Ruslin,Female,1979-01-20,43,71,Manufacturing,Mass Customer,N,12,1,51800 Meadow Vale Point,3023,Victoria,Australia,7,46,False,30-45,84200,True,3
2482,Regan,Siemens,Male,1953-12-10,69,95,Health,Mass Customer,N,10,1,1 Trailsway Lane,2145,New South Wales,Australia,9,72,False,60+,109000,False,1
2483,Greta,Cotterrill,Female,1987-06-06,35,54,Manufacturing,Mass Customer,N,10,0,65662 Haas Trail,2560,New South Wales,Australia,7,38,False,30-45,80800,True,3
2484,Elise,Slimm,Female,1979-10-03,43,77,Property,Mass Customer,N,14,1,0 Union Plaza,2444,New South Wales,Australia,7,46,False,30-45,85400,True,1
2485,Ringo,Parkyn,Male,1955-07-27,67,93,Not Specified,Mass Customer,N,12,1,1 Forster Junction,2880,New South Wales,Australia,1,70,False,60+,28600,False,0
2486,Alaine,Halbord,Female,1954-03-09,68,77,Manufacturing,Mass Customer,N,5,1,24877 3rd Circle,2063,New South Wales,Australia,12,71,False,60+,135400,False,3
2487,Elton,Piggford,Male,1978-01-13,44,92,IT,Affluent Customer,N,14,1,34797 Londonderry Trail,3806,Victoria,Australia,7,47,True,30-45,88400,True,2
2488,Idalia,Braunton,Female,1988-11-17,34,32,Financial Services,Mass Customer,N,7,1,24649 Kennedy Street,2114,New South Wales,Australia,8,37,False,30-45,86400,True,1
2489,Emma,Mates,Female,1976-06-12,46,42,Retail,Mass Customer,N,15,0,9 Spaight Place,2102,New South Wales,Australia,9,49,False,46-60,98400,True,1
2490,Clint,Krause,Male,1987-10-01,35,28,Health,Mass Customer,N,5,1,711 Hayes Court,2120,New South Wales,Australia,10,38,False,30-45,105600,True,1
2491,Tabbie,Turone,Male,1977-05-08,45,74,Health,Mass Customer,N,14,0,30624 John Wall Point,3101,Victoria,Australia,7,48,False,30-45,84800,True,1
2492,Gayelord,Lipman,Male,1974-02-01,48,35,Manufacturing,High Net Worth,N,9,0,46 Victoria Center,2770,New South Wales,Australia,9,51,True,46-60,97000,True,3
2493,Rey,Collum,Male,1981-08-19,41,56,Entertainment,Mass Customer,N,17,1,99 Blackbird Court,2203,New South Wales,Australia,11,44,False,30-45,121200,True,1
2494,Donella,Emm,Female,1974-08-08,48,98,Manufacturing,High Net Worth,N,16,0,00 Rutledge Alley,2166,New South Wales,Australia,9,51,True,46-60,109600,True,3
2495,Gwenore,Suero,Female,1953-11-12,69,89,IT,Affluent Customer,N,17,0,719 Vahlen Way,2560,New South Wales,Australia,8,72,True,60+,97800,False,2
2496,Lew,Wittleton,Male,1980-08-26,42,29,Manufacturing,Mass Customer,N,21,1,02 Declaration Lane,4551,Queensland,Australia,7,45,False,30-45,75800,True,3
2497,Gustav,Aaronsohn,Male,1969-04-05,53,33,Property,Affluent Customer,N,12,0,9366 Judy Alley,4171,Queensland,Australia,9,56,True,46-60,96600,True,1
2498,Rosana,Emmatt,Female,1978-02-02,44,70,Retail,High Net Worth,N,8,0,07623 Mandrake Trail,2093,New South Wales,Australia,11,47,True,30-45,124000,True,1
2499,Doll,Tschirschky,Female,1973-08-30,49,77,Retail,Mass Customer,N,14,0,050 Buell Lane,4055,Queensland,Australia,7,52,False,46-60,85400,True,1
2500,Micky,Livings,Female,1957-12-18,65,35,Property,High Net Worth,N,17,1,556 Gale Road,4165,Queensland,Australia,6,68,True,60+,67000,True,1
2501,Ora,Meaddowcroft,Female,1971-07-12,51,80,Financial Services,Mass Customer,N,10,1,24 Helena Alley,2566,New South Wales,Australia,9,54,False,46-60,106000,True,1
2502,Concordia,Mussington,Female,1964-08-23,58,6,Manufacturing,Mass Customer,N,11,1,77410 Bluejay Street,3046,Victoria,Australia,9,61,False,46-60,91200,False,3
2503,Devlin,Laneham,Male,1967-07-16,55,80,Health,Affluent Customer,N,10,1,62 Doe Crossing Junction,2760,New South Wales,Australia,7,58,True,46-60,86000,True,1
2504,Aloysius,Huffer,Male,2000-04-29,22,52,Property,Mass Customer,N,2,0,7 Lake View Street,4060,Queensland,Australia,9,25,False,<30,100400,False,1
2505,Myrah,McCarry,Female,1980-08-25,42,45,Financial Services,High Net Worth,N,3,0,30 Redwing Pass,2112,New South Wales,Australia,11,45,True,30-45,119000,True,1
2506,Arlana,Ferrick,Female,1955-01-20,67,97,Health,Affluent Customer,N,9,0,99488 Mccormick Terrace,2207,New South Wales,Australia,11,70,True,60+,129400,False,1
2507,Alysa,Galilee,Female,1986-06-25,36,77,Health,Affluent Customer,N,8,1,60 Banding Terrace,2880,New South Wales,Australia,1,39,True,30-45,25400,True,1
2508,Virgil,Borkett,Male,1996-11-04,26,98,Not Specified,Mass Customer,N,3,0,6220 Sugar Court,2300,New South Wales,Australia,8,29,False,<30,99600,False,0
2509,Danya,Beadles,Male,1971-07-07,51,99,Financial Services,Mass Customer,N,7,0,53 Anthes Point,4341,Queensland,Australia,2,54,False,46-60,39800,True,1
2510,Nealson,Lowdham,Male,1973-04-10,49,43,Manufacturing,Mass Customer,N,7,1,0 Mosinee Lane,3250,Victoria,Australia,4,52,False,46-60,48600,True,3
2511,Jedidiah,Daulby,Male,1991-07-12,31,20,Financial Services,Mass Customer,N,4,1,9 Caliangt Park,2087,New South Wales,Australia,11,34,False,30-45,114000,True,1
2512,Franzen,Halliday,Male,1968-05-22,54,3,Not Specified,High Net Worth,N,19,1,0192 Ridgeview Terrace,4655,Queensland,Australia,6,57,True,46-60,60600,False,0
2513,Rustie,Ligoe,Male,1978-07-31,44,55,Property,Mass Customer,N,12,0,6534 New Castle Plaza,2033,New South Wales,Australia,12,47,False,30-45,131000,True,1
2514,Vincenty,Sayer,Male,1975-08-11,47,25,Financial Services,High Net Worth,N,17,1,6 Hoard Plaza,3111,Victoria,Australia,10,50,True,46-60,105000,True,1
2515,Manya,Unknown,Female,1995-03-07,27,24,Retail,Affluent Customer,N,3,1,440 Shasta Crossing,2118,New South Wales,Australia,10,30,True,<30,104800,False,1
2516,Zoe,Kiddye,Female,1967-05-27,55,42,Health,Mass Customer,N,19,0,1127 Artisan Parkway,4070,Queensland,Australia,5,58,False,46-60,58400,True,1
2517,Rozanna,Kegan,Female,1978-10-19,44,1,Health,Mass Customer,N,9,1,23478 Ramsey Pass,2760,New South Wales,Australia,6,47,False,30-45,60200,False,1
2518,Krystalle,Ives,Female,1954-08-22,68,53,Not Specified,Mass Customer,N,19,1,5 Warbler Avenue,3071,Victoria,Australia,10,71,False,60+,110600,False,0
2519,Ryon,Dalliston,Male,1979-10-17,43,76,Manufacturing,Mass Customer,N,5,1,685 International Lane,4825,Queensland,Australia,2,46,False,30-45,35200,True,3
2520,Gabie,Skett,Male,1974-05-27,48,71,Retail,Affluent Customer,N,10,1,6188 Anniversary Circle,4551,Queensland,Australia,6,51,True,46-60,74200,True,1
2521,Kellia,Martugin,Female,1999-08-29,23,35,Manufacturing,High Net Worth,N,3,1,3 American Ash Parkway,3342,Victoria,Australia,7,26,True,<30,77000,False,3
2522,Benton,MacGragh,Male,1977-02-03,45,42,Not Specified,High Net Worth,N,14,0,9 Trailsway Court,2262,New South Wales,Australia,9,48,True,30-45,98400,True,0
2523,Lauree,Shewery,Female,1961-10-29,61,28,Financial Services,Mass Customer,N,9,1,9 Oak Park,4205,Queensland,Australia,4,64,False,60+,45600,True,1
2524,Rustie,Kingsland,Male,1969-05-29,53,84,Retail,Mass Customer,N,8,1,82 Lukken Lane,2190,New South Wales,Australia,10,56,False,46-60,116800,True,1
2525,Hans,Ison,Male,1992-10-03,30,25,Financial Services,Mass Customer,N,8,0,88551 Hollow Ridge Pass,3500,Victoria,Australia,2,33,False,30-45,25000,True,1
2526,Izaak,Dopson,Male,1969-02-01,53,89,Manufacturing,Mass Customer,N,8,0,283 Claremont Hill,2138,New South Wales,Australia,9,56,False,46-60,107800,True,3
2527,Arly,Petersen,Female,1980-07-19,42,60,Not Specified,Affluent Customer,N,16,1,633 Menomonie Junction,3523,Victoria,Australia,2,45,True,30-45,32000,True,0
2528,Cassie,Toffaloni,Male,1978-09-23,44,81,Financial Services,Affluent Customer,N,15,0,3 Myrtle Terrace,4161,Queensland,Australia,7,47,True,30-45,86200,True,1
2529,Ben,Laidler,Male,1954-05-11,68,81,Manufacturing,High Net Worth,N,10,1,3 Park Meadow Drive,3023,Victoria,Australia,7,71,True,60+,86200,False,3
2530,Engracia,Foulcher,Female,1960-08-03,62,63,Property,Mass Customer,N,18,1,2757 Green Ridge Circle,2567,New South Wales,Australia,8,65,False,60+,92600,True,1
2531,Brendan,Verbeke,Male,1981-08-20,41,48,Property,High Net Worth,N,8,1,46 Dawn Way,2340,New South Wales,Australia,5,44,True,30-45,59600,True,1
2532,Milli,Hubbert,Female,1969-05-01,53,27,Manufacturing,Mass Customer,N,11,0,53723 Dunning Street,2153,New South Wales,Australia,11,56,False,46-60,115400,True,3
2533,Harper,Ioannidis,Male,1993-07-26,29,11,Health,Affluent Customer,N,5,1,671 Mallory Pass,2177,New South Wales,Australia,8,32,True,<30,82200,False,1
2534,Estelle,Lithgow,Female,1965-06-21,57,70,Manufacturing,Affluent Customer,N,12,1,025 Knutson Terrace,2350,New South Wales,Australia,3,60,True,46-60,44000,True,3
2535,Butch,Broadnicke,Male,1981-08-20,41,53,Financial Services,Affluent Customer,N,13,0,778 Cambridge Street,4209,Queensland,Australia,4,44,True,30-45,50600,True,1
